arcd,prvn,cityabbr,pst,name,offcd,id,committee,rank,year,wk_b,wk_e
371100,山东省,日照,市长,于建成,7039,371102003,非党委常委,正市/厅/局级,2003,2002-12-01,2006-02-01
371100,山东省,日照,市长,于建成,7039,371102003,非党委常委,正市/厅/局级,2005,2002-12-01,2006-02-01
371100,山东省,日照,市长,杨军,6760,371102006,非党委常委,正市/厅/局级,2007,2006-02-01,2008-02-01
371100,山东省,日照,市长,赵效为,7990,371102008,非党委常委,正市/厅/局级,2009,2008-02-01,2011-01-01
371100,山东省,日照,市长,赵效为,7990,371102008,非党委常委,正市/厅/局级,2010,2008-02-01,2011-01-01
450100,广西壮族自治区,南宁,市长,谢汝煊,15732,450101991,非党委常委,副省/部级,1993,1990-11-01,1994-08-01
450100,广西壮族自治区,南宁,市长,宋福民,4457,450401992,非党委常委,正市/厅/局级,1995,1994-08-01,1998-01-01
450100,广西壮族自治区,南宁,市长,宋福民,4457,450401992,非党委常委,正市/厅/局级,1997,1994-08-01,1998-01-01
450100,广西壮族自治区,南宁,市长,林国强,11943,450101998,非党委常委,正市/厅/局级,1999,1998-02-01,2007-01-01
371100,山东省,日照,市长,李同道,2637,371102011,非党委常委,正市/厅/局级,2013,2011-02-01,2015-02-01
140300,山西省,阳泉,市长,郭良孝,1361,140301998,非党委常委,正市/厅/局级,2001,1998-04-01,2003-06-01
140300,山西省,阳泉,市长,郭良孝,1361,140301998,非党委常委,正市/厅/局级,2002,1998-04-01,2003-06-01
140300,山西省,阳泉,市长,谢海,6330,140302003,非党委常委,正市/厅/局级,2005,2003-06-01,2006-02-01
652100,新疆维吾尔自治区,吐鲁番,市长,伊力汗·奥斯曼,16519,650402008,非党委常委,正市/厅/局级,2009,2008-02-01,2016-05-01
652100,新疆维吾尔自治区,吐鲁番,市长,伊力汗·奥斯曼,16519,650402008,非党委常委,正市/厅/局级,2010,2008-02-01,2016-05-01
652100,新疆维吾尔自治区,吐鲁番,市长,伊力汗·奥斯曼,16519,650402008,非党委常委,正市/厅/局级,2011,2008-02-01,2016-05-01
652100,新疆维吾尔自治区,吐鲁番,市长,伊力汗·奥斯曼,16519,650402008,非党委常委,正市/厅/局级,2013,2008-02-01,2016-05-01
652100,新疆维吾尔自治区,吐鲁番,市长,伊力汗·奥斯曼,16519,650402008,非党委常委,正市/厅/局级,2014,2008-02-01,2016-05-01
652100,新疆维吾尔自治区,吐鲁番,市长,伊力汗·奥斯曼,16519,650402008,非党委常委,正市/厅/局级,2015,2008-02-01,2016-05-01
652100,新疆维吾尔自治区,吐鲁番,市长,芒力克·斯依提,13029,650502013,非党委常委,正市/厅/局级,2017,2016-05-01,2018-01-01
652100,新疆维吾尔自治区,吐鲁番,市长,买买提明·卡德,22112,650402018,非党委常委,正市/厅/局级,2018,2018-01-01,2020-12-01
652100,新疆维吾尔自治区,吐鲁番,市长,买买提明·卡德,22112,650402018,非党委常委,正市/厅/局级,2019,2018-01-01,2020-12-01
371100,山东省,日照,市长,李同道,2637,371102011,非党委常委,正市/厅/局级,2014,2011-02-01,2015-02-01
371100,山东省,日照,市长,齐家滨,13406,371102017,非党委常委,正市/厅/局级,2017,2016-09-01,2018-03-01
371100,山东省,日照,市长,李永红,22229,371102018,非党委常委,正市/厅/局级,2019,2018-07-01,2020-08-01
450100,广西壮族自治区,南宁,市委书记,李兆焯,2811,450611993,省委常委,副省/部级,1997,1995-01-01,1998-01-01
450100,广西壮族自治区,南宁,市委书记,李克,2481,450511997,省委常委,副省/部级,1998,1998-01-01,2001-06-01
450100,广西壮族自治区,南宁,市委书记,李克,2481,450511997,省委常委,副省/部级,1999,1998-01-01,2001-06-01
371200,山东省,莱芜,市委书记,张敬茂,7462,370901991,非党委常委,正市/厅/局级,1995,1992-12-01,1997-12-01
371200,山东省,莱芜,市委书记,时立军,4411,371201993,非党委常委,正市/厅/局级,1998,1997-12-01,2001-02-01
371200,山东省,莱芜,市委书记,时立军,4411,371201993,非党委常委,正市/厅/局级,1999,1997-12-01,2001-02-01
371200,山东省,莱芜,市委书记,李玉妹,2773,371301995,非党委常委,正市/厅/局级,2002,2001-02-01,2006-02-01
371200,山东省,莱芜,市委书记,李玉妹,2773,371301995,非党委常委,正市/厅/局级,2003,2001-02-01,2006-02-01
371200,山东省,莱芜,市委书记,李玉妹,2773,371301995,非党委常委,正市/厅/局级,2005,2001-02-01,2006-02-01
371200,山东省,莱芜,市委书记,于建成,7039,371102003,非党委常委,正市/厅/局级,2007,2006-02-01,2011-12-01
450100,广西壮族自治区,南宁,市委书记,李纪恒,2395,451201993,省委常委,副省/部级,2002,2001-06-01,2005-03-01
450100,广西壮族自治区,南宁,市委书记,李纪恒,2395,451201993,省委常委,副省/部级,2003,2001-06-01,2005-03-01
450100,广西壮族自治区,南宁,市委书记,马飚,3748,451002002,省委常委,副省/部级,2006,2005-03-01,2008-01-01
450100,广西壮族自治区,南宁,市委书记,马飚,3748,451002002,省委常委,副省/部级,2007,2005-03-01,2008-01-01
450100,广西壮族自治区,南宁,市委书记,车荣福,246,450701998,省委常委,副省/部级,2009,2008-05-01,2011-09-01
450100,广西壮族自治区,南宁,市委书记,车荣福,246,450701998,省委常委,副省/部级,2010,2008-05-01,2011-09-01
140300,山西省,阳泉,市委书记,关建勋,18959,140312018,非党委常委,正市/厅/局级,2018,2018-01-01,2020-03-01
140300,山西省,阳泉,市委书记,关建勋,18959,140312018,非党委常委,正市/厅/局级,2019,2018-01-01,2020-03-01
140300,山西省,阳泉,市长,薄应贤,8184,140301991,非党委常委,正市/厅/局级,1991,1990-11-01,1996-01-01
140300,山西省,阳泉,市长,薄应贤,8184,140301991,非党委常委,正市/厅/局级,1993,1990-11-01,1996-01-01
140300,山西省,阳泉,市长,薄应贤,8184,140301991,非党委常委,正市/厅/局级,1994,1990-11-01,1996-01-01
140300,山西省,阳泉,市委书记,程步云,643,140201993,非党委常委,正市/厅/局级,2003,2000-02-01,2006-02-01
140300,山西省,阳泉,市委书记,程步云,643,140201993,非党委常委,正市/厅/局级,2005,2000-02-01,2006-02-01
140300,山西省,阳泉,市委书记,谢海,6330,140302003,非党委常委,正市/厅/局级,2007,2006-02-01,2009-03-01
140300,山西省,阳泉,市委书记,白云,77,140302006,非党委常委,正市/厅/局级,2010,2009-04-01,2012-01-01
140300,山西省,阳泉,市委书记,白云,77,140302006,非党委常委,正市/厅/局级,2011,2009-04-01,2012-01-01
450100,广西壮族自治区,南宁,市委书记,彭贵康,13337,450111989,非党委常委,副省/部级,1989,1989-01-01,1995-02-01
450100,广西壮族自治区,南宁,市委书记,彭贵康,13337,450111989,非党委常委,副省/部级,1990,1989-01-01,1995-02-01
450100,广西壮族自治区,南宁,市委书记,彭贵康,13337,450111989,非党委常委,副省/部级,1991,1989-01-01,1995-02-01
450100,广西壮族自治区,南宁,市委书记,彭贵康,13337,450111989,非党委常委,副省/部级,1993,1989-01-01,1995-02-01
450100,广西壮族自治区,南宁,市委书记,彭贵康,13337,450111989,非党委常委,副省/部级,1994,1989-01-01,1995-02-01
450100,广西壮族自治区,南宁,市委书记,李兆焯,2811,450611993,省委常委,副省/部级,1995,1995-01-01,1998-01-01
445300,广东省,云浮,市长,王胜,19146,445302016,非党委常委,正市/厅/局级,2018,2016-05-01,2021-05-01
445300,广东省,云浮,市长,王胜,19146,445302016,非党委常委,正市/厅/局级,2019,2016-05-01,2021-05-01
371200,山东省,莱芜,市长,时立军,4411,371201993,非党委常委,正市/厅/局级,1993,1993-01-01,1997-12-01
371200,山东省,莱芜,市长,时立军,4411,371201993,非党委常委,正市/厅/局级,1994,1993-01-01,1997-12-01
371200,山东省,莱芜,市长,时立军,4411,371201993,非党委常委,正市/厅/局级,1995,1993-01-01,1997-12-01
371200,山东省,莱芜,市长,于希信,7052,371201998,非党委常委,正市/厅/局级,1998,1997-12-01,2002-12-01
371200,山东省,莱芜,市长,于希信,7052,371201998,非党委常委,正市/厅/局级,1999,1997-12-01,2002-12-01
371200,山东省,莱芜,市长,于希信,7052,371201998,非党委常委,正市/厅/局级,2001,1997-12-01,2002-12-01
371200,山东省,莱芜,市长,刘富春,18256,371202003,非党委常委,正市/厅/局级,2003,2002-12-01,2006-12-01
371200,山东省,莱芜,市长,刘富春,18256,371202003,非党委常委,正市/厅/局级,2005,2002-12-01,2006-12-01
371200,山东省,莱芜,市委书记,于建成,7039,371102003,非党委常委,正市/厅/局级,2009,2006-02-01,2011-12-01
371200,山东省,莱芜,市委书记,于建成,7039,371102003,非党委常委,正市/厅/局级,2010,2006-02-01,2011-12-01
371200,山东省,莱芜,市委书记,王良,4625,370602011,非党委常委,正市/厅/局级,2014,2013-07-01,2018-02-01
371200,山东省,莱芜,市委书记,王良,4625,370602011,非党委常委,正市/厅/局级,2015,2013-07-01,2018-02-01
371200,山东省,莱芜,市委书记,王良,4625,370602011,非党委常委,正市/厅/局级,2017,2013-07-01,2018-02-01
140300,山西省,阳泉,市委书记,陈永奇,583,140302013,非党委常委,正市/厅/局级,2017,2015-11-01,2018-01-01
445300,广东省,云浮,市长,郑利平,5499,445301999,非党委常委,正市/厅/局级,2003,1999-04-01,2004-06-01
445300,广东省,云浮,市长,欧真志,4032,445302004,非党委常委,正市/厅/局级,2005,2004-06-01,2008-03-01
445300,广东省,云浮,市长,欧真志,4032,445302004,非党委常委,正市/厅/局级,2006,2004-06-01,2008-03-01
371200,山东省,莱芜,市长,马平昌,3807,371202007,非党委常委,正市/厅/局级,2007,2006-12-01,2011-12-01
371200,山东省,莱芜,市长,马平昌,3807,371202007,非党委常委,正市/厅/局级,2009,2006-12-01,2011-12-01
371200,山东省,莱芜,市长,马平昌,3807,371202007,非党委常委,正市/厅/局级,2010,2006-12-01,2011-12-01
371200,山东省,莱芜,市长,王磊,4610,371202013,非党委常委,正市/厅/局级,2014,2013-03-01,2016-08-01
371200,山东省,莱芜,市长,王磊,4610,371202013,非党委常委,正市/厅/局级,2015,2013-03-01,2016-08-01
371200,山东省,莱芜,市长,梅建华,19096,371202017,非党委常委,正市/厅/局级,2017,2016-08-01,2019-01-01
445300,广东省,云浮,市长,欧真志,4032,445302004,非党委常委,正市/厅/局级,2007,2004-06-01,2008-03-01
445300,广东省,云浮,市长,黄强,1806,445302008,非党委常委,正市/厅/局级,2009,2008-03-01,2011-11-01
445300,广东省,云浮,市长,黄强,1806,445302008,非党委常委,正市/厅/局级,2010,2008-03-01,2011-11-01
445300,广东省,云浮,市长,卓志强,5439,445302012,非党委常委,正市/厅/局级,2013,2011-11-01,2016-03-01
445300,广东省,云浮,市长,卓志强,5439,445302012,非党委常委,正市/厅/局级,2014,2011-11-01,2016-03-01
445300,广东省,云浮,市长,卓志强,5439,445302012,非党委常委,正市/厅/局级,2015,2011-11-01,2016-03-01
445300,广东省,云浮,市长,王胜,19146,445302016,非党委常委,正市/厅/局级,2017,2016-05-01,2021-05-01
371300,山东省,临沂,市委书记,连承敏,2870,371302003,非党委常委,正市/厅/局级,2009,2007-03-01,2011-01-01
371300,山东省,临沂,市委书记,连承敏,2870,371302003,非党委常委,正市/厅/局级,2010,2007-03-01,2011-01-01
371300,山东省,临沂,市委书记,张少军,7571,371302007,非党委常委,正市/厅/局级,2011,2011-01-01,2015-02-01
371300,山东省,临沂,市委书记,张少军,7571,371302007,非党委常委,正市/厅/局级,2013,2011-01-01,2015-02-01
371300,山东省,临沂,市委书记,张少军,7571,371302007,非党委常委,正市/厅/局级,2014,2011-01-01,2015-02-01
371200,山东省,莱芜,市长,梅建华,19096,371202017,非党委常委,正市/厅/局级,2018,2016-08-01,2019-01-01
371300,山东省,临沂,市委书记,王久祜,18636,371311992,非党委常委,正市/厅/局级,1993,1992-02-01,1995-09-01
371300,山东省,临沂,市委书记,王久祜,18636,371311992,非党委常委,正市/厅/局级,1994,1992-02-01,1995-09-01
371300,山东省,临沂,市委书记,乔延春,4171,371301996,非党委常委,正市/厅/局级,1998,1997-12-01,2002-12-01
371300,山东省,临沂,市委书记,乔延春,4171,371301996,非党委常委,正市/厅/局级,1999,1997-12-01,2002-12-01
371300,山东省,临沂,市委书记,乔延春,4171,371301996,非党委常委,正市/厅/局级,2001,1997-12-01,2002-12-01
445300,广东省,云浮,市长,温耀深,5148,445301995,非党委常委,正市/厅/局级,1995,1994-11-01,1999-04-01
445300,广东省,云浮,市长,温耀深,5148,445301995,非党委常委,正市/厅/局级,1997,1994-11-01,1999-04-01
445300,广东省,云浮,市长,温耀深,5148,445301995,非党委常委,正市/厅/局级,1998,1994-11-01,1999-04-01
445300,广东省,云浮,市长,郑利平,5499,445301999,非党委常委,正市/厅/局级,2001,1999-04-01,2004-06-01
445300,广东省,云浮,市长,郑利平,5499,445301999,非党委常委,正市/厅/局级,2002,1999-04-01,2004-06-01
445300,广东省,云浮,市委书记,庞国梅,4069,440702012,非党委常委,正市/厅/局级,2017,2014-09-01,2018-06-01
371300,山东省,临沂,市委书记,李群,2578,371302001,非党委常委,正市/厅/局级,2003,2002-12-01,2007-03-01
371300,山东省,临沂,市委书记,李群,2578,371302001,非党委常委,正市/厅/局级,2005,2002-12-01,2007-03-01
140300,山西省,阳泉,市委书记,洪发科,10250,140312012,非党委常委,正市/厅/局级,2013,2012-01-01,2015-07-01
140300,山西省,阳泉,市委书记,洪发科,10250,140312012,非党委常委,正市/厅/局级,2014,2012-01-01,2015-07-01
652200,新疆维吾尔自治区,哈密,市委书记,陈德敏,290,650511990,非党委常委,正市/厅/局级,1989,1988-01-01,1993-01-01
652200,新疆维吾尔自治区,哈密,市委书记,陈德敏,290,650511990,非党委常委,正市/厅/局级,1990,1988-01-01,1993-01-01
652200,新疆维吾尔自治区,哈密,市委书记,陈德敏,290,650511990,非党委常委,正市/厅/局级,1991,1988-01-01,1993-01-01
652200,新疆维吾尔自治区,哈密,市委书记,黄昌元,10431,650511994,非党委常委,正市/厅/局级,1994,1993-10-01,1995-09-01
652200,新疆维吾尔自治区,哈密,市委书记,钱智,4158,650511998,非党委常委,正市/厅/局级,1999,1998-05-01,2001-08-01
652200,新疆维吾尔自治区,哈密,市委书记,白志杰,8165,650512002,非党委常委,正市/厅/局级,2002,2001-08-01,2005-01-01
652200,新疆维吾尔自治区,哈密,市委书记,白志杰,8165,650512002,非党委常委,正市/厅/局级,2003,2001-08-01,2005-01-01
140300,山西省,阳泉,市委书记,侯伍杰,10283,140311990,非党委常委,正市/厅/局级,1990,1990-01-01,1995-01-01
140300,山西省,阳泉,市委书记,侯伍杰,10283,140311990,非党委常委,正市/厅/局级,1991,1990-01-01,1995-01-01
140300,山西省,阳泉,市委书记,侯伍杰,10283,140311990,非党委常委,正市/厅/局级,1993,1990-01-01,1995-01-01
371300,山东省,临沂,市委书记,李群,2578,371302001,非党委常委,正市/厅/局级,2006,2002-12-01,2007-03-01
445300,广东省,云浮,市委书记,温耀深,5148,445301995,非党委常委,正市/厅/局级,2001,1999-05-01,2004-06-01
445300,广东省,云浮,市委书记,温耀深,5148,445301995,非党委常委,正市/厅/局级,2002,1999-05-01,2004-06-01
445300,广东省,云浮,市委书记,温耀深,5148,445301995,非党委常委,正市/厅/局级,2003,1999-05-01,2004-06-01
445300,广东省,云浮,市委书记,郑利平,5499,445301999,非党委常委,正市/厅/局级,2005,2004-06-01,2008-07-01
445300,广东省,云浮,市委书记,郑利平,5499,445301999,非党委常委,正市/厅/局级,2006,2004-06-01,2008-07-01
371300,山东省,临沂,市委书记,王玉君,19097,371312018,非党委常委,正市/厅/局级,2018,2017-08-01,2020-02-01
371300,山东省,临沂,市委书记,王玉君,19097,371312018,非党委常委,正市/厅/局级,2019,2017-08-01,2020-02-01
371300,山东省,临沂,市长,张守业,17231,371301993,非党委常委,正市/厅/局级,1990,1989-12-01,1995-09-01
371300,山东省,临沂,市长,张守业,17231,371301993,非党委常委,正市/厅/局级,1991,1989-12-01,1995-09-01
371300,山东省,临沂,市长,张守业,17231,371301993,非党委常委,正市/厅/局级,1993,1989-12-01,1995-09-01
371300,山东省,临沂,市长,张守业,17231,371301993,非党委常委,正市/厅/局级,1994,1989-12-01,1995-09-01
445300,广东省,云浮,市委书记,郑利平,5499,445301999,非党委常委,正市/厅/局级,2007,2004-06-01,2008-07-01
445300,广东省,云浮,市委书记,王蒙徽,4643,441502004,非党委常委,正市/厅/局级,2009,2008-08-01,2011-11-01
445300,广东省,云浮,市委书记,王蒙徽,4643,441502004,非党委常委,正市/厅/局级,2010,2008-08-01,2011-11-01
445300,广东省,云浮,市委书记,黄强,1806,445302008,非党委常委,正市/厅/局级,2013,2011-11-01,2014-08-01
445300,广东省,云浮,市委书记,庞国梅,4069,440702012,非党委常委,正市/厅/局级,2015,2014-09-01,2018-06-01
140300,山西省,阳泉,市委书记,侯伍杰,10283,140311990,非党委常委,正市/厅/局级,1994,1990-01-01,1995-01-01
140300,山西省,阳泉,市委书记,田霍卿,5775,140501992,非党委常委,正市/厅/局级,1997,1995-12-01,2000-01-01
140300,山西省,阳泉,市委书记,田霍卿,5775,140501992,非党委常委,正市/厅/局级,1998,1995-12-01,2000-01-01
140300,山西省,阳泉,市委书记,田霍卿,5775,140501992,非党委常委,正市/厅/局级,1999,1995-12-01,2000-01-01
140300,山西省,阳泉,市委书记,程步云,643,140201993,非党委常委,正市/厅/局级,2001,2000-02-01,2006-02-01
140300,山西省,阳泉,市委书记,程步云,643,140201993,非党委常委,正市/厅/局级,2002,2000-02-01,2006-02-01
140200,山西省,大同,市长,耿彦波,1266,140202008,非党委常委,正市/厅/局级,2009,2008-02-01,2013-02-01
140200,山西省,大同,市长,耿彦波,1266,140202008,非党委常委,正市/厅/局级,2010,2008-02-01,2013-02-01
140200,山西省,大同,市长,耿彦波,1266,140202008,非党委常委,正市/厅/局级,2011,2008-02-01,2013-02-01
140200,山西省,大同,市长,李俊明,2473,140202013,非党委常委,正市/厅/局级,2014,2013-02-01,2015-07-01
140200,山西省,大同,市长,武宏文,18957,140502017,非党委常委,正市/厅/局级,2018,2017-09-01,2021-01-01
140200,山西省,大同,市长,武宏文,18957,140502017,非党委常委,正市/厅/局级,2019,2017-09-01,2021-01-01
371300,山东省,临沂,市长,张少军,7571,371302007,非党委常委,正市/厅/局级,2009,2007-03-01,2011-01-01
445300,广东省,云浮,市委书记,吴驹贤,15389,445311995,非党委常委,正市/厅/局级,1995,1994-12-01,1999-05-01
445300,广东省,云浮,市委书记,吴驹贤,15389,445311995,非党委常委,正市/厅/局级,1997,1994-12-01,1999-05-01
445300,广东省,云浮,市委书记,吴驹贤,15389,445311995,非党委常委,正市/厅/局级,1998,1994-12-01,1999-05-01
445200,广东省,揭阳,市长,陈奕威,580,445202008,非党委常委,正市/厅/局级,2010,2008-03-01,2011-07-01
445200,广东省,揭阳,市长,陈东,300,445202012,非党委常委,正市/厅/局级,2013,2011-12-01,2017-12-01
445200,广东省,揭阳,市长,陈东,300,445202012,非党委常委,正市/厅/局级,2014,2011-12-01,2017-12-01
445200,广东省,揭阳,市长,陈东,300,445202012,非党委常委,正市/厅/局级,2015,2011-12-01,2017-12-01
445200,广东省,揭阳,市长,叶牛平,6971,445202018,非党委常委,正市/厅/局级,2018,2017-12-01,2019-05-01
371300,山东省,临沂,市长,张少军,7571,371302007,非党委常委,正市/厅/局级,2010,2007-03-01,2011-01-01
371300,山东省,临沂,市长,张务锋,7669,371302011,非党委常委,正市/厅/局级,2011,2011-01-01,2013-02-01
371300,山东省,临沂,市长,陈先运,550,371402011,非党委常委,正市/厅/局级,2014,2013-02-01,2015-02-01
371300,山东省,临沂,市长,张术平,7601,370402012,非党委常委,正市/厅/局级,2017,2015-02-01,2018-04-01
371300,山东省,临沂,市长,孟庆斌,22170,371302018,非党委常委,正市/厅/局级,2019,2018-04-01,2021-04-01
371300,山东省,临沂,市长,李玉妹,2773,371301995,非党委常委,正市/厅/局级,1998,1997-12-01,2001-01-01
371300,山东省,临沂,市长,李玉妹,2773,371301995,非党委常委,正市/厅/局级,1999,1997-12-01,2001-01-01
371300,山东省,临沂,市长,李群,2578,371302001,非党委常委,正市/厅/局级,2001,2001-01-01,2002-12-01
371300,山东省,临沂,市长,连承敏,2870,371302003,非党委常委,正市/厅/局级,2003,2002-12-01,2007-02-01
371300,山东省,临沂,市长,连承敏,2870,371302003,非党委常委,正市/厅/局级,2005,2002-12-01,2007-02-01
371300,山东省,临沂,市长,连承敏,2870,371302003,非党委常委,正市/厅/局级,2006,2002-12-01,2007-02-01
371400,山东省,德州,市委书记,陈勇,584,371412016,非党委常委,正市/厅/局级,2017,2015-07-01,2019-11-01
445200,广东省,揭阳,市长,江东海,1987,445201994,非党委常委,正市/厅/局级,1997,1993-10-01,1998-05-01
445200,广东省,揭阳,市长,林木声,3013,445201998,非党委常委,正市/厅/局级,1999,1998-06-01,2000-09-01
445200,广东省,揭阳,市长,唐豪,14267,445202001,非党委常委,正市/厅/局级,2001,2000-11-01,2003-03-01
445200,广东省,揭阳,市长,唐豪,14267,445202001,非党委常委,正市/厅/局级,2002,2000-11-01,2003-03-01
445200,广东省,揭阳,市长,陈弘平,349,445202005,非党委常委,正市/厅/局级,2005,2004-10-01,2008-03-01
445200,广东省,揭阳,市长,陈弘平,349,445202005,非党委常委,正市/厅/局级,2006,2004-10-01,2008-03-01
445200,广东省,揭阳,市长,陈弘平,349,445202005,非党委常委,正市/厅/局级,2007,2004-10-01,2008-03-01
371400,山东省,德州,市委书记,张惠来,17016,371411993,非党委常委,正市/厅/局级,1993,1992-01-01,1995-01-01
371400,山东省,德州,市委书记,张惠来,17016,371411993,非党委常委,正市/厅/局级,1994,1992-01-01,1995-01-01
371400,山东省,德州,市委书记,赵克志,7910,371411998,非党委常委,正市/厅/局级,1998,1997-12-01,2001-01-01
371400,山东省,德州,市委书记,赵克志,7910,371411998,非党委常委,正市/厅/局级,1999,1997-12-01,2001-01-01
371400,山东省,德州,市委书记,黄胜,1828,371401996,非党委常委,正市/厅/局级,2001,2001-01-01,2007-03-01
371400,山东省,德州,市委书记,黄胜,1828,371401996,非党委常委,正市/厅/局级,2002,2001-01-01,2007-03-01
371400,山东省,德州,市委书记,黄胜,1828,371401996,非党委常委,正市/厅/局级,2003,2001-01-01,2007-03-01
445200,广东省,揭阳,市长,陈奕威,580,445202008,非党委常委,正市/厅/局级,2009,2008-03-01,2011-07-01
371400,山东省,德州,市委书记,雷建国,11112,371412007,非党委常委,正市/厅/局级,2010,2007-03-01,2011-01-01
652200,新疆维吾尔自治区,哈密,市委书记,郭连山,9903,650512005,非党委常委,正市/厅/局级,2006,2005-02-01,2013-03-01
652200,新疆维吾尔自治区,哈密,市委书记,郭连山,9903,650512005,非党委常委,正市/厅/局级,2007,2005-02-01,2013-03-01
652200,新疆维吾尔自治区,哈密,市委书记,郭连山,9903,650512005,非党委常委,正市/厅/局级,2009,2005-02-01,2013-03-01
652200,新疆维吾尔自治区,哈密,市委书记,郭连山,9903,650512005,非党委常委,正市/厅/局级,2010,2005-02-01,2013-03-01
652200,新疆维吾尔自治区,哈密,市委书记,郭连山,9903,650512005,非党委常委,正市/厅/局级,2011,2005-02-01,2013-03-01
652200,新疆维吾尔自治区,哈密,市委书记,刘剑,3223,654312011,非党委常委,正市/厅/局级,2014,2013-03-01,2017-02-01
652200,新疆维吾尔自治区,哈密,市委书记,刘剑,3223,654312011,非党委常委,正市/厅/局级,2015,2013-03-01,2017-02-01
652200,新疆维吾尔自治区,哈密,市长,库热西·买合苏提,11047,650502000,非党委常委,正市/厅/局级,2001,2000-04-01,2003-01-01
652200,新疆维吾尔自治区,哈密,市长,库热西·买合苏提,11047,650502000,非党委常委,正市/厅/局级,2002,2000-04-01,2003-01-01
652200,新疆维吾尔自治区,哈密,市长,阿布拉江·依明,8043,650502003,非党委常委,正市/厅/局级,2005,2003-12-01,2006-09-01
652200,新疆维吾尔自治区,哈密,市长,巨艾提·伊明,2141,650502007,非党委常委,正市/厅/局级,2007,2006-09-01,2008-02-01
652200,新疆维吾尔自治区,哈密,市长,古丽夏提·阿不都卡德尔,9804,650502008,非党委常委,正市/厅/局级,2009,2008-02-01,2013-01-01
371400,山东省,德州,市委书记,吴翠云,6072,371402006,非党委常委,正市/厅/局级,2011,2011-01-01,2015-07-01
371400,山东省,德州,市委书记,吴翠云,6072,371402006,非党委常委,正市/厅/局级,2013,2011-01-01,2015-07-01
371400,山东省,德州,市委书记,吴翠云,6072,371402006,非党委常委,正市/厅/局级,2014,2011-01-01,2015-07-01
445200,广东省,揭阳,市委书记,陈绿平,437,445212012,非党委常委,正市/厅/局级,2013,2011-10-01,2015-01-01
445200,广东省,揭阳,市委书记,陈绿平,437,445212012,非党委常委,正市/厅/局级,2014,2011-10-01,2015-01-01
371400,山东省,德州,市委书记,陈勇,584,371412016,非党委常委,正市/厅/局级,2018,2015-07-01,2019-11-01
371400,山东省,德州,市长,黄胜,1828,371401996,非党委常委,正市/厅/局级,1997,1995-08-01,2001-01-01
371400,山东省,德州,市长,黄胜,1828,371401996,非党委常委,正市/厅/局级,1998,1995-08-01,2001-01-01
371400,山东省,德州,市长,黄胜,1828,371401996,非党委常委,正市/厅/局级,1999,1995-08-01,2001-01-01
371400,山东省,德州,市长,孙永春,5624,371402001,非党委常委,正市/厅/局级,2001,2001-01-01,2006-02-01
371400,山东省,德州,市长,孙永春,5624,371402001,非党委常委,正市/厅/局级,2002,2001-01-01,2006-02-01
371400,山东省,德州,市长,孙永春,5624,371402001,非党委常委,正市/厅/局级,2003,2001-01-01,2006-02-01
445200,广东省,揭阳,市委书记,严植婵,16077,445212015,非党委常委,正市/厅/局级,2015,2015-01-01,2017-05-01
445200,广东省,揭阳,市委书记,李水华,2622,445112015,非党委常委,正市/厅/局级,2018,2017-05-01,2019-05-01
445200,广东省,揭阳,市长,江东海,1987,445201994,非党委常委,正市/厅/局级,1994,1993-10-01,1998-05-01
445200,广东省,揭阳,市长,江东海,1987,445201994,非党委常委,正市/厅/局级,1995,1993-10-01,1998-05-01
371400,山东省,德州,市委书记,黄胜,1828,371401996,非党委常委,正市/厅/局级,2005,2001-01-01,2007-03-01
371400,山东省,德州,市委书记,黄胜,1828,371401996,非党委常委,正市/厅/局级,2006,2001-01-01,2007-03-01
371400,山东省,德州,市委书记,雷建国,11112,371412007,非党委常委,正市/厅/局级,2009,2007-03-01,2011-01-01
445200,广东省,揭阳,市委书记,陈喜臣,546,445201993,非党委常委,正市/厅/局级,1997,1993-10-01,1998-05-01
445200,广东省,揭阳,市委书记,江东海,1987,445201994,非党委常委,正市/厅/局级,1999,1998-05-01,2000-09-01
445200,广东省,揭阳,市委书记,林木声,3013,445201998,非党委常委,正市/厅/局级,2001,2000-09-01,2004-01-01
445200,广东省,揭阳,市委书记,林木声,3013,445201998,非党委常委,正市/厅/局级,2002,2000-09-01,2004-01-01
445200,广东省,揭阳,市委书记,林木声,3013,445201998,非党委常委,正市/厅/局级,2003,2000-09-01,2004-01-01
371400,山东省,德州,市长,孙永春,5624,371402001,非党委常委,正市/厅/局级,2005,2001-01-01,2006-02-01
371400,山东省,德州,市长,吴翠云,6072,371402006,非党委常委,正市/厅/局级,2007,2006-03-01,2011-01-01
371400,山东省,德州,市长,吴翠云,6072,371402006,非党委常委,正市/厅/局级,2009,2006-03-01,2011-01-01
371400,山东省,德州,市长,吴翠云,6072,371402006,非党委常委,正市/厅/局级,2010,2006-03-01,2011-01-01
371400,山东省,德州,市长,陈先运,550,371402011,非党委常委,正市/厅/局级,2011,2011-01-01,2013-02-01
371400,山东省,德州,市长,杨宜新,6870,371202012,非党委常委,正市/厅/局级,2014,2013-02-01,2015-04-01
445200,广东省,揭阳,市委书记,万庆良,5825,445202003,非党委常委,正市/厅/局级,2005,2004-09-01,2008-02-01
445200,广东省,揭阳,市委书记,万庆良,5825,445202003,非党委常委,正市/厅/局级,2006,2004-09-01,2008-02-01
